"2023-04-06T06:38:18.655Z","SYS","Session logging started.",""
"2023-04-06T06:38:18.655Z","EVSE","Session Started: EVConnected",""
"2023-04-06T06:38:19.657Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-06T06:38:19.751Z","EVSE","Change HLC Limits: 10000W/25A, target_voltage 0, hack_bpt false",""
"2023-04-06T06:38:19.901Z","EVSE","EIM Authorization received",""
"2023-04-06T06:38:19.902Z","EVSE","Transaction Started (527.215 kWh)",""
"2023-04-06T06:38:19.904Z","EVSE","DC mode. We are in 5percent mode so we can continue without further action.",""
"2023-04-06T06:38:19.955Z","EVSE","Charger state: Wait for Auth->PrepareCharging",""
"2023-04-06T06:38:20.090Z","EVSE","Set PWM On (5.000000074505806%)",""
"2023-04-06T06:38:20.750Z","EVSE","SLAC MATCHING",""
"2023-04-06T06:40:32.601Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "BulkChargingComplete": true,
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 93,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3750
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 470
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 0
                },
                "EVTargetVoltage": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 468
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 0,
                    "Unit": "s",
                    "Value": 3000
                }
            }
        },
        "Header": {
            "SessionID": "F0E5CB4E8E5FA0B5"
        }
    }
}"
"2023-04-06T06:40:32.738Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2136
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 900
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 1686
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4548
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "powermeter_dc",
                    "MeterReading": 527272,
                    "TMeter": 1680763232
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "F0E5CB4E8E5FA0B5"
        }
    }
}"
"2023-04-06T06:40:33.088Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "BulkChargingComplete": true,
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 93,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3750
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 470
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 0
                },
                "EVTargetVoltage": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 468
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 0,
                    "Unit": "s",
                    "Value": 3000
                }
            }
        },
        "Header": {
            "SessionID": "F0E5CB4E8E5FA0B5"
        }
    }
}"
"2023-04-06T06:40:33.213Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2136
                },
                "EVSEMaximumPowerLimit": {
                    "Multiplier": 0,
                    "Unit": "W",
                    "Value": 10000
                },
                "EVSEMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 900
                },
                "EVSEPowerLimitAchieved": false,
                "EVSEPresentCurrent": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 1686
                },
                "EVSEPresentVoltage": {
                    "Multiplier": -1,
                    "Unit": "V",
                    "Value": 4548
                },
                "EVSEVoltageLimitAchieved": false,
                "MeterInfo": {
                    "MeterID": "powermeter_dc",
                    "MeterReading": 527272,
                    "TMeter": 1680763232
                },
                "ReceiptRequired": false,
                "ResponseCode": "OK",
                "SAScheduleTupleID": 1
            }
        },
        "Header": {
            "SessionID": "F0E5CB4E8E5FA0B5"
        }
    }
}"
"2023-04-06T06:40:33.418Z","EVSE","Isolation measurement P 910000 N 900000.",""
"2023-04-06T06:40:33.449Z","CAR","V2G CurrentDemandReq","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandReq": {
                "BulkChargingComplete": true,
                "ChargingComplete": false,
                "DC_EVStatus": {
                    "EVErrorCode": "NO_ERROR",
                    "EVRESSSOC": 93,
                    "EVReady": true
                },
                "EVMaximumCurrentLimit": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 3750
                },
                "EVMaximumVoltageLimit": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 470
                },
                "EVTargetCurrent": {
                    "Multiplier": -1,
                    "Unit": "A",
                    "Value": 0
                },
                "EVTargetVoltage": {
                    "Multiplier": 0,
                    "Unit": "V",
                    "Value": 468
                },
                "RemainingTimeToFullSoC": {
                    "Multiplier": 0,
                    "Unit": "s",
                    "Value": 3000
                }
            }
        },
        "Header": {
            "SessionID": "F0E5CB4E8E5FA0B5"
        }
    }
}"
"2023-04-06T06:40:33.669Z","EVSE","V2G CurrentDemandRes","{
    "V2G_Message": {
        "Body": {
            "CurrentDemandRes": {
                "DC_EVSEStatus": {
                    "EVSEIsolationStatus": "Valid",
                    "EVSENotification": "None",
                    "EVSEStatusCode": "EVSE_Ready",
                    "NotificationMaxDelay": 0
                },
                "EVSECurrentLimitAchieved": false,
                "EVSEID": "DE*PNX*E12345*1",
                "EVSEMaximumCurrentLimit": {
                    "Multiplier": -2,
                    "Unit": "A",
                    "Value": 2136
